content,summary
在铁路运输中，如何向特殊群体提供优质优先购票、优先乘车等服务？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
铁路旅行中特殊群体优先服务的主要内容有哪些？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
铁路运输企业为特殊群体提供哪些便利和优先服务？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
铁路特殊群体优先服务的主要内容有哪些？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
铁路运输中特殊群体最期待哪些优先购票、优先乘车等服务？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
如何在铁路运输中改善特殊群体的优先服务？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
铁路运输企业在服务特殊群体方面有哪些规定？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
铁路运输中，为特殊群体提供哪些基本优先服务？,铁路运输企业应当为老幼病残孕旅客提供优先购票、优先乘车等服务，为老年人和其他需要帮助的旅客提供必要的人工服务。视力残疾旅客可以携带导盲犬进站乘车。
铁路运输企业应当提供哪些备品服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
旅客在铁路运输中可以享受哪些备品服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路公司提供哪些备品服务来确保旅客满意？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
如何评价铁路运输企业对备品服务的提供？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输中，旅客期待哪些备品服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路服务中包含哪些备品服务项目？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
怎样的铁路备品服务能满足旅客需求？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输企业如何提升备品服务质量？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
旅客在铁路旅行中应享受何种备品服务体验？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输对旅客有哪些备品服务承诺？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
如何提高铁路运输旅客的备品服务满意度？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路公司如何确保备品服务的高标准？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
在铁路运输中，如何向旅客提供备品服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路旅行中备品服务包括哪些内容？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输企业为旅客提供哪些备品便利和服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路备品服务的主要内容有哪些？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输中旅客最期待哪些备品服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
如何在铁路运输中改善备品服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输企业在提供备品服务方面有哪些规定？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输中，为旅客提供哪些备品基本服务？,铁路运输企业应当提供齐全、干净、整洁的服务备品。
铁路运输企业的餐饮服务规定是什么？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输企业的餐饮服务标准有哪些？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输企业对餐饮服务有哪些要求？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输中的餐饮服务应遵循哪些规定？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输企业如何确保餐饮服务的质量和安全？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输中的餐饮服务规定了哪些内容？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输企业在餐饮服务上有哪些具体规定？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输中的餐饮服务需要满足哪些要求？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输企业的餐饮服务要求包括哪些方面？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
铁路运输中餐饮服务的相关规定有哪些？,铁路运输企业应当提供符合食品安全标准的餐饮服务，不得销售不符合食品安全标准的食品和不合格产品。车站内和列车上提供的商品及服务应当做到明码标价、质价相符、信息描述规范。
优待票和优惠票的乘客需要携带何种证件乘车？,购买优惠票、优待票的旅客需要凭相应证件乘车。
优待票和优惠票购买者乘车需要提供哪些证件？,购买优惠票、优待票的旅客需要凭相应证件乘车。
购买了优惠票和优待票的旅客要求携带哪些证件才能乘车？,购买优惠票、优待票的旅客需要凭相应证件乘车。
乘坐优待票或优惠票的旅客需要携带什么证件？,购买优惠票、优待票的旅客需要凭相应证件乘车。
购买了优待票或优惠票的旅客需要携带何种证件方可乘车？,购买优惠票、优待票的旅客需要凭相应证件乘车。
优待票和优惠票乘客需要凭借怎样的证件才能乘车？,购买优惠票、优待票的旅客需要凭相应证件乘车。
购买了优惠票和优待票的旅客应当携带哪些证件进行乘车？,购买优惠票、优待票的旅客需要凭相应证件乘车。
乘坐优待票或优惠票的旅客需要凭借什么证件？,购买优惠票、优待票的旅客需要凭相应证件乘车。
购买了优待票或优惠票的旅客需要携带何种证件来乘车？,购买优惠票、优待票的旅客需要凭相应证件乘车。
购买了优待票或优惠票的旅客需要携带什么证件方可乘车？,购买优惠票、优待票的旅客需要凭相应证件乘车。
铁路运输企业在何种情况下需要追加车票费用？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
在铁路运输中，什么情况下会要求旅客补交车票费用？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
铁路运输企业在什么情况下可以要求旅客额外支付车票费用？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
旅客在铁路运输中是否有补交车票费用的规定？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
铁路运输企业在什么情况下可以要求乘客支付额外车票费用？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
乘客在铁路旅行中需要补交车票费用的情况有哪些？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
在哪些情况下铁路运输企业有权要求补交车票费用？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
铁路车票补款规定是怎样的？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
旅客在铁路旅行中有哪些情况需要额外支付车票费用？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
铁路运输公司补收票款的情形有哪些？,铁路运输企业发现主动补票、未购买儿童优惠票乘车、以及应当购买全价票而使用儿童优惠票乘车的情况时，需要补收票款。补票时需按照规定办理，并可能需要收取手续费。
铁路运输企业在哪些情况下可以要求补收票款？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
未经铁路运输企业同意，何种情况下需要额外支付车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
在哪些情况下乘客需要支付额外的车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
未经铁路运输企业允许，有哪些情况需要额外支付车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
哪些情况下未经铁路运输企业同意需要额外支付车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
未经允许的情况下，哪些情况需要额外支付铁路车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
何种情况下需要补缴铁路车票费用未经企业同意？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
在未得到铁路运输企业同意的情况下，有哪些情况需要额外支付车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
未经铁路运输企业同意，乘客有哪些情况需要额外支付车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
在未经铁路运输企业同意的情况下，是否需要额外支付车票费用？,未经铁路运输企业同意，有下列情形之一的，铁路运输企业应当补收票款，可以加收50%已乘区间应补票款：（一）无票乘车未主动补票的；（二）在车票到站不下车，且继续乘车的；（三）持低等级席位的车票乘坐高等级席位的;（四）持不符合减价条件的优惠、优待车票乘车的。
乘车车票或证件被伪造、变造或者涂改的问题该如何处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
对于车票或证件被伪造的情况，铁路运输企业应该采取怎样的处理措施？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
在铁路乘车中有人霸座或者扰乱秩序，铁路运输企业应当如何处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
铁路运输企业对于乘客持伪造或者变造车票的行为有何规定？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
乘客在铁路列车上因持伪造证件或车票被发现，该如何处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
乘客在铁路站台或车厢内扰乱秩序的行为应当怎样处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
铁路运输企业对于乘客伪造证件或车票的行为有哪些处理措施？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
对于乘客在铁路列车上的霸座行为，铁路运输企业的处理方式是怎样的？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
被发现持伪造车票乘车的乘客会受到怎样的处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
如果乘客在铁路列车上对其他乘客造成干扰，铁路运输企业会采取什么行动？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
铁路运输企业对于乘客在车厢内扰乱秩序的行为有何规定和处理方式？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
乘客在铁路乘车中持有伪造或变造证件，该如何处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
铁路运输企业对于乘客在车厢内制造事端的应对措施是怎样的？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
被发现持伪造车票乘车的乘客在铁路运输中会受到什么样的处罚？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
如果乘客在铁路列车上伪造他人证件乘车，铁路运输企业会做出何种处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
铁路运输企业对于乘客在车厢内打扰其他乘客的行为应当采取何种措施？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
对于铁路乘车中持有伪造证件或车票的乘客，铁路运输企业应采取何种处罚措施？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
乘客在铁路列车上伪造他人证件乘车会面临怎样的处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
对于在铁路车厢内扰乱秩序的乘客，铁路运输企业会做出怎样的处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
乘客在铁路乘车中持有伪造证件或车票的行为会受到怎样的处理？,铁路运输企业发现变造、伪造车票或者证件乘车，霸座或者其他扰乱秩序的行为，应当及时报告公安机关。
铁路运输企业有哪些情况下可以拒绝运输旅客？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
铁路公司拒绝提供运输服务的情况有哪些？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
哪些情况下铁路运输企业可以拒绝旅客的乘车？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
铁路运输企业在哪些情况下有权拒绝旅客的运输？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
铁路公司可以拒绝哪些旅客的乘车请求？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
什么情况下铁路运输企业可以拒绝旅客乘坐火车？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
铁路运输企业对哪些旅客有拒绝服务的权利？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
哪些情况下铁路运输企业有权拒绝旅客的请求？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
铁路运输企业对哪些旅客有权拒绝提供服务？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
在什么情况下铁路运输企业可以拒绝旅客的搭乘请求？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
铁路运输企业拒绝运输旅客的条件有哪些？,铁路运输企业可以拒绝运输的旅客包括以下情形：（一）拒不支付应补票款、加收票款的；（二）不接受安全检查的；（三）购买实名制车票但不接受身份信息核验，或者车票所记载身份信息与所持身份证件或者真实身份不符的；（四）应当实施隔离管理的传染病患者；（五）扰乱车站、列车秩序，精神障碍和醉酒等可能危及列车安全或者其他旅客以及铁路运输企业工作人员人身安全的；（六）国家规定的其他情况。铁路运输企业应当对涉嫌违反治安管理的行为及时报告公安机关。
